Index,SKU Code,Design No.,Stock,Gender,Category,Size,Color
6961,NW003-TP-PJ-M,NW003,15,Female,NIGHT WEAR,M,Maroon
6962,NW003-TP-PJ-S,NW003,8,Female,NIGHT WEAR,S,Maroon
6963,NW003-TP-PJ-XL,NW003,12,Female,NIGHT WEAR,XL,Maroon
6964,NW003-TP-PJ-XS,NW003,14,Female,NIGHT WEAR,XS,Maroon
6965,NW003-TP-PJ-XXL,NW003,26,Female,NIGHT WEAR,XXL,Maroon
6966,NW003-TP-PJ-XXXL,NW003,25,Female,NIGHT WEAR,XXXL,Maroon
6967,NW004-TP-PJ-L,NW004,40,Female,NIGHT WEAR,L,Navy Blue
6968,NW004-TP-PJ-M,NW004,61,Female,NIGHT WEAR,M,Navy Blue
6969,NW004-TP-PJ-S,NW004,56,Female,NIGHT WEAR,S,Navy Blue
6970,NW004-TP-PJ-XL,NW004,50,Female,NIGHT WEAR,XL,Navy Blue
6971,NW004-TP-PJ-XS,NW004,72,Female,NIGHT WEAR,XS,Navy Blue
6972,NW004-TP-PJ-XXL,NW004,41,Female,NIGHT WEAR,XXL,Navy Blue
6973,NW004-TP-PJ-XXXL,NW004,12,Female,NIGHT WEAR,XXXL,Navy Blue
6974,NW005-ST-PJ-L,NW005,3,Female,NIGHT WEAR,L,White
6975,NW005-ST-PJ-M,NW005,6,Female,NIGHT WEAR,M,White
6976,NW005-ST-PJ-S,NW005,31,Female,NIGHT WEAR,S,White
6977,NW005-ST-PJ-XL,NW005,11,Female,NIGHT WEAR,XL,White
6978,NW005-ST-PJ-XS,NW005,5,Female,NIGHT WEAR,XS,White
6979,NW005-ST-PJ-XXL,NW005,9,Female,NIGHT WEAR,XXL,White
6980,NW005-ST-PJ-XXXL,NW005,10,Female,NIGHT WEAR,XXXL,White
6981,NW006-ST-SR-L,NW006,35,Female,NIGHT WEAR,L,Beige
6982,NW006-ST-SR-M,NW006,27,Female,NIGHT WEAR,M,Beige
6983,NW006-ST-SR-S,NW006,13,Female,NIGHT WEAR,S,Beige
6984,NW006-ST-SR-XL,NW006,31,Female,NIGHT WEAR,XL,Beige
6985,NW006-ST-SR-XS,NW006,28,Female,NIGHT WEAR,XS,Beige
6986,NW006-ST-SR-XXL,NW006,26,Female,NIGHT WEAR,XXL,Beige
6987,NW006-ST-SR-XXXL,NW006,7,Female,NIGHT WEAR,XXXL,Beige
6988,NW007-ST-CP-L,NW007,23,Female,NIGHT WEAR,L,White
6989,NW007-ST-CP-M,NW007,32,Female,NIGHT WEAR,M,White
6990,NW007-ST-CP-S,NW007,37,Female,NIGHT WEAR,S,White
6991,NW007-ST-CP-XL,NW007,26,Female,NIGHT WEAR,XL,White
6992,NW007-ST-CP-XS,NW007,24,Female,NIGHT WEAR,XS,White
6993,NW007-ST-CP-XXL,NW007,18,Female,NIGHT WEAR,XXL,White
6994,NW007-ST-CP-XXXL,NW007,8,Female,NIGHT WEAR,XXXL,White
6995,NW008-ST-CP-L,NW008,28,Female,NIGHT WEAR,L,OFF WHITE
6996,NW008-ST-CP-M,NW008,51,Female,NIGHT WEAR,M,OFF WHITE
6997,NW008-ST-CP-S,NW008,41,Female,NIGHT WEAR,S,OFF WHITE
6998,NW008-ST-CP-XL,NW008,58,Female,NIGHT WEAR,XL,OFF WHITE
6999,NW008-ST-CP-XS,NW008,26,Female,NIGHT WEAR,XS,OFF WHITE
7000,NW008-ST-CP-XXL,NW008,43,Female,NIGHT WEAR,XXL,OFF WHITE
7001,NW008-ST-CP-XXXL,NW008,29,Female,NIGHT WEAR,XXXL,OFF WHITE
7002,NW009-ST-CP-L,NW009,11,Female,NIGHT WEAR,L,Turquoise
7003,NW009-ST-CP-M,NW009,7,Female,NIGHT WEAR,M,Turquoise
7004,NW009-ST-CP-S,NW009,18,Female,NIGHT WEAR,S,Turquoise
7005,NW009-ST-CP-XL,NW009,12,Female,NIGHT WEAR,XL,Turquoise
7006,NW009-ST-CP-XS,NW009,16,Female,NIGHT WEAR,XS,Turquoise
7007,NW009-ST-CP-XXL,NW009,5,Female,NIGHT WEAR,XXL,Turquoise
7008,NW009-ST-CP-XXXL,NW009,2,Female,NIGHT WEAR,XXXL,Turquoise
7009,NW012-TP-PJ-L,NW012,2,Female,NIGHT WEAR,L,Green
7010,NW012-TP-PJ-M,NW012,5,Female,NIGHT WEAR,M,Green
7011,NW012-TP-PJ-S,NW012,3,Female,NIGHT WEAR,S,Green
7012,NW012-TP-PJ-XL,NW012,4,Female,NIGHT WEAR,XL,Green
7013,NW012-TP-PJ-XS,NW012,9,Female,NIGHT WEAR,XS,Green
7014,NW012-TP-PJ-XXL,NW012,4,Female,NIGHT WEAR,XXL,Green
7015,NW012-TP-PJ-XXXL,NW012,2,Female,NIGHT WEAR,XXXL,Green
7016,NW013-ST-SR-L,NW013,11,Female,NIGHT WEAR,L,Turquoise
7017,NW013-ST-SR-M,NW013,12,Female,NIGHT WEAR,M,Turquoise
7018,NW013-ST-SR-S,NW013,13,Female,NIGHT WEAR,S,Turquoise
7019,NW013-ST-SR-XL,NW013,33,Female,NIGHT WEAR,XL,Turquoise
7020,NW013-ST-SR-XS,NW013,6,Female,NIGHT WEAR,XS,Turquoise
7021,NW013-ST-SR-XXL,NW013,18,Female,NIGHT WEAR,XXL,Turquoise
7022,NW013-ST-SR-XXXL,NW013,2,Female,NIGHT WEAR,XXXL,Turquoise
7023,NW014-ST-SR-L,NW014,8,Female,NIGHT WEAR,L,Blue
7024,NW014-ST-SR-M,NW014,44,Female,NIGHT WEAR,M,Blue
7025,NW014-ST-SR-S,NW014,9,Female,NIGHT WEAR,S,Blue
7026,NW014-ST-SR-XL,NW014,22,Female,NIGHT WEAR,XL,Blue
7027,NW014-ST-SR-XS,NW014,25,Female,NIGHT WEAR,XS,Blue
7028,NW014-ST-SR-XXL,NW014,26,Female,NIGHT WEAR,XXL,Blue
7029,NW014-ST-SR-XXXL,NW014,23,Female,NIGHT WEAR,XXXL,Blue
7030,NW015-TP-PJ-L,NW015,2,Female,NIGHT WEAR,L,Grey
7031,NW015-TP-PJ-M,NW015,3,Female,NIGHT WEAR,M,Grey
7032,NW015-TP-PJ-S,NW015,20,Female,NIGHT WEAR,S,Grey
7033,NW015-TP-PJ-XL,NW015,2,Female,NIGHT WEAR,XL,Grey
7034,NW015-TP-PJ-XS,NW015,42,Female,NIGHT WEAR,XS,Grey
7035,NW015-TP-PJ-XXL,NW015,6,Female,NIGHT WEAR,XXL,Grey
7036,NW015-TP-PJ-XXXL,NW015,2,Female,NIGHT WEAR,XXXL,Grey
7037,NW016-ST-SR-L,NW016,8,Female,NIGHT WEAR,L,White
7038,NW016-ST-SR-M,NW016,2,Female,NIGHT WEAR,M,White
7039,NW016-ST-SR-S,NW016,4,Female,NIGHT WEAR,S,White
7040,NW016-ST-SR-XL,NW016,7,Female,NIGHT WEAR,XL,White
7041,NW016-ST-SR-XS,NW016,5,Female,NIGHT WEAR,XS,White
7042,NW016-ST-SR-XXL,NW016,16,Female,NIGHT WEAR,XXL,White
7043,NW016-ST-SR-XXXL,NW016,25,Female,NIGHT WEAR,XXXL,White
7044,NW020-ST-SR-L,NW020,2,Female,NIGHT WEAR,L,Peach
7045,NW020-ST-SR-M,NW020,2,Female,NIGHT WEAR,M,Peach
7046,NW020-ST-SR-S,NW020,3,Female,NIGHT WEAR,S,Peach
7047,NW020-ST-SR-XL,NW020,6,Female,NIGHT WEAR,XL,Peach
7048,NW020-ST-SR-XS,NW020,3,Female,NIGHT WEAR,XS,Peach
7049,NW020-ST-SR-XXL,NW020,9,Female,NIGHT WEAR,XXL,Peach
7050,NW020-ST-SR-XXXL,NW020,9,Female,NIGHT WEAR,XXXL,Peach
7051,NW022-TP-PJ-L,NW022,2,Female,NIGHT WEAR,L,Blue
7052,NW022-TP-PJ-M,NW022,3,Female,NIGHT WEAR,M,Blue
7053,NW022-TP-PJ-S,NW022,2,Female,NIGHT WEAR,S,Blue
7054,NW022-TP-PJ-XL,NW022,3,Female,NIGHT WEAR,XL,Blue
7055,NW022-TP-PJ-XS,NW022,7,Female,NIGHT WEAR,XS,Blue
7056,NW022-TP-PJ-XXL,NW022,11,Female,NIGHT WEAR,XXL,Blue
7057,NW022-TP-PJ-XXXL,NW022,2,Female,NIGHT WEAR,XXXL,Blue
7058,NW023-ST-SR-L,NW023,32,Female,NIGHT WEAR,L,Blue
7059,NW023-ST-SR-M,NW023,33,Female,NIGHT WEAR,M,Blue
7060,NW023-ST-SR-S,NW023,36,Female,NIGHT WEAR,S,Blue
7061,NW023-ST-SR-XL,NW023,41,Female,NIGHT WEAR,XL,Blue
7062,NW023-ST-SR-XS,NW023,45,Female,NIGHT WEAR,XS,Blue
7063,NW023-ST-SR-XXL,NW023,37,Female,NIGHT WEAR,XXL,Blue
7064,NW023-ST-SR-XXXL,NW023,29,Female,NIGHT WEAR,XXXL,Blue
7065,NW024-TP-PJ-L,NW024,2,Female,NIGHT WEAR,L,Blue
7066,NW024-TP-PJ-M,NW024,1,Female,NIGHT WEAR,M,Blue
7067,NW024-TP-PJ-S,NW024,8,Female,NIGHT WEAR,S,Blue
7068,NW024-TP-PJ-XL,NW024,3,Female,NIGHT WEAR,XL,Blue
7069,NW024-TP-PJ-XS,NW024,29,Female,NIGHT WEAR,XS,Blue
7070,NW024-TP-PJ-XXL,NW024,4,Female,NIGHT WEAR,XXL,Blue
7071,NW024-TP-PJ-XXXL,NW024,2,Female,NIGHT WEAR,XXXL,Blue
7072,NW027-TP-PJ-L,NW027,2,Female,NIGHT WEAR,L,Pink
7073,NW027-TP-PJ-M,NW027,3,Female,NIGHT WEAR,M,Pink
7074,NW027-TP-PJ-S,NW027,3,Female,NIGHT WEAR,S,Pink
7075,NW027-TP-PJ-XL,NW027,2,Female,NIGHT WEAR,XL,Pink
7076,NW027-TP-PJ-XS,NW027,7,Female,NIGHT WEAR,XS,Pink
7077,NW027-TP-PJ-XXL,NW027,10,Female,NIGHT WEAR,XXL,Pink
7078,NW027-TP-PJ-XXXL,NW027,2,Female,NIGHT WEAR,XXXL,Pink
7079,NW028-TP-PJ-L,NW028,1,Female,NIGHT WEAR,L,Grey
7080,NW028-TP-PJ-M,NW028,9,Female,NIGHT WEAR,M,Grey
7081,NW028-TP-PJ-S,NW028,23,Female,NIGHT WEAR,S,Grey
7082,NW028-TP-PJ-XL,NW028,5,Female,NIGHT WEAR,XL,Grey
7083,NW028-TP-PJ-XS,NW028,30,Female,NIGHT WEAR,XS,Grey
7084,NW028-TP-PJ-XXL,NW028,4,Female,NIGHT WEAR,XXL,Grey
7085,NW028-TP-PJ-XXXL,NW028,2,Female,NIGHT WEAR,XXXL,Grey
7086,NW029-ST-SR-L,NW029,7,Female,NIGHT WEAR,L,Grey
7087,NW029-ST-SR-M,NW029,1,Female,NIGHT WEAR,M,Grey
7088,NW029-ST-SR-S,NW029,3,Female,NIGHT WEAR,S,Grey
7089,NW029-ST-SR-XL,NW029,24,Female,NIGHT WEAR,XL,Grey
7090,NW029-ST-SR-XS,NW029,27,Female,NIGHT WEAR,XS,Grey
7091,NW029-ST-SR-XXL,NW029,26,Female,NIGHT WEAR,XXL,Grey
7092,NW029-ST-SR-XXXL,NW029,8,Female,NIGHT WEAR,XXXL,Grey
7093,NW030-TP-PJ-L,NW030,4,Female,NIGHT WEAR,L,Light Pink
7094,NW030-TP-PJ-M,NW030,2,Female,NIGHT WEAR,M,Light Pink
7095,NW030-TP-PJ-S,NW030,4,Female,NIGHT WEAR,S,Light Pink
7096,NW030-TP-PJ-XL,NW030,2,Female,NIGHT WEAR,XL,Light Pink
7097,NW030-TP-PJ-XS,NW030,18,Female,NIGHT WEAR,XS,Light Pink
7098,NW030-TP-PJ-XXL,NW030,3,Female,NIGHT WEAR,XXL,Light Pink
7099,NW030-TP-PJ-XXXL,NW030,3,Female,NIGHT WEAR,XXXL,Light Pink
7100,NW031-TP-PJ-L,NW031,2,Female,NIGHT WEAR,L,Cream
7101,NW031-TP-PJ-M,NW031,3,Female,NIGHT WEAR,M,Cream
7102,NW031-TP-PJ-S,NW031,26,Female,NIGHT WEAR,S,Cream
7103,NW031-TP-PJ-XL,NW031,3,Female,NIGHT WEAR,XL,Cream
7104,NW031-TP-PJ-XS,NW031,41,Female,NIGHT WEAR,XS,Cream
7105,NW031-TP-PJ-XXL,NW031,3,Female,NIGHT WEAR,XXL,Cream
7106,NW031-TP-PJ-XXXL,NW031,2,Female,NIGHT WEAR,XXXL,Cream
7107,NW032-ST-CP-L,NW032,19,Female,NIGHT WEAR,L,White
7108,NW032-ST-CP-M,NW032,24,Female,NIGHT WEAR,M,White
7109,NW032-ST-CP-S,NW032,21,Female,NIGHT WEAR,S,White
7110,NW032-ST-CP-XL,NW032,24,Female,NIGHT WEAR,XL,White
7111,NW032-ST-CP-XS,NW032,17,Female,NIGHT WEAR,XS,White
7112,NW032-ST-CP-XXL,NW032,14,Female,NIGHT WEAR,XXL,White
7113,NW032-ST-CP-XXXL,NW032,7,Female,NIGHT WEAR,XXXL,White
7114,NW033-ST-CP-L,NW033,30,Female,NIGHT WEAR,L,Yellow
7115,NW033-ST-CP-M,NW033,25,Female,NIGHT WEAR,M,Yellow
7116,NW033-ST-CP-S,NW033,30,Female,NIGHT WEAR,S,Yellow
7117,NW033-ST-CP-XL,NW033,22,Female,NIGHT WEAR,XL,Yellow
7118,NW033-ST-CP-XS,NW033,19,Female,NIGHT WEAR,XS,Yellow
7119,NW033-ST-CP-XXL,NW033,22,Female,NIGHT WEAR,XXL,Yellow
7120,NW033-ST-CP-XXXL,NW033,19,Female,NIGHT WEAR,XXXL,Yellow
7121,NW034-TP-PJ-L,NW034,2,Female,NIGHT WEAR,L,Peach
7122,NW034-TP-PJ-M,NW034,2,Female,NIGHT WEAR,M,Peach
7123,NW034-TP-PJ-S,NW034,3,Female,NIGHT WEAR,S,Peach
7124,NW034-TP-PJ-XL,NW034,2,Female,NIGHT WEAR,XL,Peach
7125,NW034-TP-PJ-XS,NW034,7,Female,NIGHT WEAR,XS,Peach
7126,NW034-TP-PJ-XXL,NW034,6,Female,NIGHT WEAR,XXL,Peach
7127,NW034-TP-PJ-XXXL,NW034,3,Female,NIGHT WEAR,XXXL,Peach
7128,NW035-ST-CP-L,NW035,14,Female,NIGHT WEAR,L,Grey
7129,NW035-ST-CP-M,NW035,6,Female,NIGHT WEAR,M,Grey
7130,NW035-ST-CP-S,NW035,13,Female,NIGHT WEAR,S,Grey
7131,NW035-ST-CP-XL,NW035,18,Female,NIGHT WEAR,XL,Grey
7132,NW035-ST-CP-XS,NW035,9,Female,NIGHT WEAR,XS,Grey
7133,NW035-ST-CP-XXL,NW035,20,Female,NIGHT WEAR,XXL,Grey
7134,NW035-ST-CP-XXXL,NW035,6,Female,NIGHT WEAR,XXXL,Grey
7135,NW036-ST-SR-L,NW036,24,Female,NIGHT WEAR,L,White
7136,NW036-ST-SR-M,NW036,21,Female,NIGHT WEAR,M,White
7137,NW036-ST-SR-S,NW036,11,Female,NIGHT WEAR,S,White
7138,NW036-ST-SR-XL,NW036,18,Female,NIGHT WEAR,XL,White
7139,NW036-ST-SR-XS,NW036,19,Female,NIGHT WEAR,XS,White
7140,NW036-ST-SR-XXL,NW036,20,Female,NIGHT WEAR,XXL,White
7141,NW036-ST-SR-XXXL,NW036,13,Female,NIGHT WEAR,XXXL,White
7142,NW037-TP-SR-L,NW037,3,Female,NIGHT WEAR,L,Pink
7143,NW037-TP-SR-M,NW037,7,Female,NIGHT WEAR,M,Pink
7144,NW037-TP-SR-S,NW037,10,Female,NIGHT WEAR,S,Pink
7145,NW037-TP-SR-XL,NW037,9,Female,NIGHT WEAR,XL,Pink
7146,NW037-TP-SR-XS,NW037,10,Female,NIGHT WEAR,XS,Pink
7147,NW037-TP-SR-XXL,NW037,9,Female,NIGHT WEAR,XXL,Pink
7148,NW037-TP-SR-XXXL,NW037,3,Female,NIGHT WEAR,XXXL,Pink
7149,NW038-ST-SR-L,NW038,2,Female,NIGHT WEAR,L,Blue
7150,NW038-ST-SR-M,NW038,2,Female,NIGHT WEAR,M,Blue
7151,NW038-ST-SR-S,NW038,2,Female,NIGHT WEAR,S,Blue
7152,NW038-ST-SR-XL,NW038,15,Female,NIGHT WEAR,XL,Blue
7153,NW038-ST-SR-XS,NW038,3,Female,NIGHT WEAR,XS,Blue
7154,NW038-ST-SR-XXL,NW038,9,Female,NIGHT WEAR,XXL,Blue
7155,NW038-ST-SR-XXXL,NW038,6,Female,NIGHT WEAR,XXXL,Blue
7156,NW039-TP-SR-L,NW039,7,Female,NIGHT WEAR,L,Yellow
7157,NW039-TP-SR-M,NW039,8,Female,NIGHT WEAR,M,Yellow
7158,NW039-TP-SR-S,NW039,4,Female,NIGHT WEAR,S,Yellow
7159,NW039-TP-SR-XL,NW039,6,Female,NIGHT WEAR,XL,Yellow
7160,NW039-TP-SR-XS,NW039,7,Female,NIGHT WEAR,XS,Yellow
7161,NW039-TP-SR-XXL,NW039,9,Female,NIGHT WEAR,XXL,Yellow
7162,NW039-TP-SR-XXXL,NW039,2,Female,NIGHT WEAR,XXXL,Yellow
7163,PJ0096-KR-4XL,PJ0096,70,Male,KURTA,4XL,Blue
7164,PJ0096-KR-5XL,PJ0096,90,Male,KURTA,5XL,Blue
7165,PJ0096-KR-6XL,PJ0096,85,Male,KURTA,6XL,Blue
7166,PJNE1906-KR-4XL,PJNE1906,8,Male,KURTA,4XL,Black
7167,PJNE1906-KR-5XL,PJNE1906,36,Male,KURTA,5XL,Black
7168,PJNE1906-KR-6XL,PJNE1906,55,Male,KURTA,6XL,Black
7169,PJNE2014-KR-4XL,PJNE2014,30,Male,KURTA,4XL,Multicolor
7170,PJNE2014-KR-5XL,PJNE2014,57,Male,KURTA,5XL,Multicolor
7171,PJNE2014-KR-6XL,PJNE2014,87,Male,KURTA,6XL,Multicolor
7172,PJNE2100-KR-4XL,PJNE2100,70,Male,KURTA,4XL,Teal
7173,PJNE2100-KR-5XL,PJNE2100,47,Male,KURTA,5XL,Teal
7174,PJNE2100-KR-6XL,PJNE2100,104,Male,KURTA,6XL,Teal
7175,PJNE2171-KR-4XL,PJNE2171,38,Male,KURTA,4XL,White
7176,PJNE2171-KR-5XL,PJNE2171,43,Male,KURTA,5XL,White
7177,PJNE2171-KR-6XL,PJNE2171,61,Male,KURTA,6XL,White
7178,PJNE2199-KR-4XL,PJNE2199,53,Male,KURTA,4XL,Pink
7179,PJNE2199-KR-5XL,PJNE2199,54,Male,KURTA,5XL,Pink
7180,PJNE2199-KR-6XL,PJNE2199,11,Male,KURTA,6XL,Pink
7181,PJNE2270-KR-4XL,PJNE2270,24,Male,KURTA,4XL,Beige
7182,PJNE2270-KR-5XL,PJNE2270,6,Male,KURTA,5XL,Beige
7183,PJNE2270-KR-6XL,PJNE2270,3,Male,KURTA,6XL,Beige
7184,PJNE3068-KR-4XL,PJNE3068,25,Male,KURTA,4XL,Black
7185,PJNE3068-KR-5XL,PJNE3068,31,Male,KURTA,5XL,Black
7186,PJNE3068-KR-6XL,PJNE3068,27,Male,KURTA,6XL,Black
7187,PJNE3252-KR-4XL,PJNE3252,56,Male,KURTA,4XL,Pink
7188,PJNE3252-KR-5XL,PJNE3252,48,Male,KURTA,5XL,Pink
7189,PJNE3252-KR-6XL,PJNE3252,94,Male,KURTA,6XL,Pink
7190,PJNE3291-KR-4XL,PJNE3291,22,Male,KURTA,4XL,Green
7191,PJNE3291-KR-5XL,PJNE3291,47,Male,KURTA,5XL,Green
7192,PJNE3291-KR-6XL,PJNE3291,24,Male,KURTA,6XL,Green
7193,PJNE3363-KR-4XL,PJNE3363,90,Male,KURTA,4XL,Dark Blue
7194,PJNE3363-KR-5XL,PJNE3363,164,Male,KURTA,5XL,Dark Blue
7195,PJNE3363-KR-6XL,PJNE3363,138,Male,KURTA,6XL,Dark Blue
7196,PJNE3364-KR-4XL,PJNE3364,9,Male,KURTA,4XL,Green
7197,PJNE3364-KR-5XL,PJNE3364,9,Male,KURTA,5XL,Green
7198,PJNE3364-KR-6XL,PJNE3364,8,Male,KURTA,6XL,Green
7199,PJNE3368-KR-4XL,PJNE3368,12,Male,KURTA,4XL,Light Green
7200,PJNE3368-KR-5XL,PJNE3368,6,Male,KURTA,5XL,Light Green
7201,PJNE3368-KR-6XL,PJNE3368,34,Male,KURTA,6XL,Light Green
7202,PJNE3373-KR-4XL,PJNE3373,8,Male,KURTA,4XL,Black
7203,PJNE3373-KR-5XL,PJNE3373,2,Male,KURTA,5XL,Black
7204,PJNE3373-KR-6XL,PJNE3373,17,Male,KURTA,6XL,Black
7205,PJNE3399-KR-4XL,PJNE3399,12,Male,KURTA,4XL,Turquoise Blue
7206,PJNE3399-KR-5XL,PJNE3399,19,Male,KURTA,5XL,Turquoise Blue
7207,PJNE3399-KR-6XL,PJNE3399,24,Male,KURTA,6XL,Turquoise Blue
7208,PJNE3404-KR-4XL,PJNE3404,23,Male,KURTA,4XL,Mauve
7209,PJNE3404-KR-5XL,PJNE3404,2,Male,KURTA,5XL,Mauve
7210,PJNE3404-KR-6XL,PJNE3404,3,Male,KURTA,6XL,Mauve
7211,PJNE3405-KR-4XL,PJNE3405,100,Male,KURTA,4XL,Pink
7212,PJNE3405-KR-5XL,PJNE3405,158,Male,KURTA,5XL,Pink
7213,PJNE3405-KR-6XL,PJNE3405,149,Male,KURTA,6XL,Pink
7214,PJNE3421-KR-4XL,PJNE3421,64,Male,KURTA,4XL,Grey
7215,PJNE3421-KR-5XL,PJNE3421,41,Male,KURTA,5XL,Grey
7216,PJNE3421-KR-6XL,PJNE3421,14,Male,KURTA,6XL,Grey
7217,PJNE3423-KR-4XL,PJNE3423,15,Male,KURTA,4XL,Black
7218,PJNE3423-KR-5XL,PJNE3423,43,Male,KURTA,5XL,Black
7219,PJNE3423-KR-6XL,PJNE3423,6,Male,KURTA,6XL,Black
7220,PJNE3439-KR-4XL,PJNE3439,27,Male,KURTA,4XL,Navy Blue
7221,PJNE3439-KR-5XL,PJNE3439,14,Male,KURTA,5XL,Navy Blue
7222,PJNE3439-KR-6XL,PJNE3439,19,Male,KURTA,6XL,Navy Blue
7223,PJNE3440-KR-4XL,PJNE3440,47,Male,KURTA,4XL,White
7224,PJNE3440-KR-5XL,PJNE3440,21,Male,KURTA,5XL,White
7225,PJNE3440-KR-6XL,PJNE3440,4,Male,KURTA,6XL,White
7226,PJNE3445-KR-4XL,PJNE3445,41,Male,KURTA,4XL,White
7227,PJNE3445-KR-5XL,PJNE3445,14,Male,KURTA,5XL,White
7228,PJNE3445-KR-6XL,PJNE3445,10,Male,KURTA,6XL,White
7229,PJNE3567-KR-4XL,PJNE3567,42,Male,KURTA,4XL,Blue
7230,PJNE3567-KR-5XL,PJNE3567,32,Male,KURTA,5XL,Blue
7231,PJNE3567-KR-6XL,PJNE3567,46,Male,KURTA,6XL,Blue
7232,PJNE3568-KR-4XL,PJNE3568,3,Male,KURTA,4XL,Yellow
7233,PJNE3568-KR-5XL,PJNE3568,7,Male,KURTA,5XL,Yellow
7234,PJNE3568-KR-6XL,PJNE3568,4,Male,KURTA,6XL,Yellow
7235,PJNE3607-KR-4XL,PJNE3607,7,Male,KURTA,4XL,Maroon
7236,PJNE3607-KR-5XL,PJNE3607,2,Male,KURTA,5XL,Maroon
7237,PJNE3607-KR-6XL,PJNE3607,21,Male,KURTA,6XL,Maroon
7238,PSET043-KR-NP-4XL,PSET043,2,Male,SET,4XL,Teal
7239,PSET043-KR-NP-5XL,PSET043,0,Male,SET,5XL,Teal
7240,PSET043-KR-NP-6XL,PSET043,0,Male,SET,6XL,Teal
7241,PSET058-KR-NP-4XL,PSET058,2,Male,SET,4XL,Teal
7242,PSET058-KR-NP-5XL,PSET058,2,Male,SET,5XL,Teal
7243,PSET058-KR-NP-6XL,PSET058,0,Male,SET,6XL,Teal
7244,PSET264-KR-NP-4XL,PSET264,30,Male,SET,4XL,Gold
7245,PSET264-KR-NP-5XL,PSET264,39,Male,SET,5XL,Gold
7246,PSET264-KR-NP-6XL,PSET264,24,Male,SET,6XL,Gold
7247,,PSET264,0,Male,SET,XXXL,Gold
7248,PSET268-KR-NP-4XL,PSET268,45,Male,SET,4XL,OFF WHITE
7249,PSET268-KR-NP-5XL,PSET268,26,Male,SET,5XL,OFF WHITE
7250,PSET268-KR-NP-6XL,PSET268,37,Male,SET,6XL,OFF WHITE
7251,SAR023,SAR023,5,Female,SAREE,FREE,Green
7252,SAR024,SAR024,4,Female,SAREE,FREE,Gold
7253,SAR025,SAR025,1,Female,SAREE,FREE,Brown
7254,SAR026,SAR026,4,Female,SAREE,FREE,Peach
7255,SAR027,SAR027,3,Female,SAREE,FREE,Mauve
7256,SAR028,SAR028,19,Female,SAREE,FREE,Grey
7257,SAR029,SAR029,3,Female,SAREE,FREE,Brown
7258,SAR030,SAR030,10,Female,SAREE,FREE,Beige
7259,SAR031,SAR031,0,Female,SAREE,FREE,Green
7260,SAR032,SAR032,2,Female,SAREE,FREE,Mauve
7261,SAR033,SAR033,8,Female,SAREE,FREE,Sea Green
7262,SAR034,SAR034,0,Female,SAREE,FREE,Peach
7263,SAR035,SAR035,3,Female,SAREE,FREE,Pink
7264,SAR036,SAR036,8,Female,SAREE,FREE,Brown
7265,SAR037,SAR037,3,Female,SAREE,FREE,Mauve
7266,SAR038,SAR038,4,Female,SAREE,FREE,Green
7267,SAR039,SAR039,2,Female,SAREE,FREE,Grey
7268,SAR040,SAR040,3,Female,SAREE,FREE,Brown
7269,SAR041,SAR041,6,Female,SAREE,FREE,Black
7270,SAR042,SAR042,2,Female,SAREE,FREE,Cream
7271,SAR043,SAR043,29,Female,SAREE,FREE,Grey
7272,SAR044,SAR044,83,Female,SAREE,FREE,Pink
7273,SAR045,SAR045,19,Female,SAREE,FREE,Mustard
7274,SAR046,SAR046,93,Female,SAREE,FREE,Green
7275,SAR047,SAR047,32,Female,SAREE,FREE,Mustard
7276,SAR048,SAR048,30,Female,SAREE,FREE,Grey
7277,SAR049,SAR049,79,Female,SAREE,FREE,Teal
7278,SAR050,SAR050,1,Female,SAREE,FREE,Maroon
7279,SAR051,SAR051,46,Female,SAREE,FREE,Black
7280,SAR052,SAR052,33,Female,SAREE,FREE,Green
7281,SAR053,SAR053,37,Female,SAREE,FREE,Pink
7282,SAR054,SAR054,42,Female,SAREE,FREE,Red
7283,SAR055,SAR055,2,Female,SAREE,FREE,Maroon
7284,SAR056,SAR056,2,Female,SAREE,FREE,Beige
7285,SAR057,SAR057,2,Female,SAREE,FREE,Green
7286,SAR058,SAR058,2,Female,SAREE,FREE,Black
7287,SAR059,SAR059,26,Female,SAREE,FREE,Brown
7288,SAR060,SAR060,40,Female,SAREE,FREE,Green
7289,SAR061,SAR061,25,Female,SAREE,FREE,Red
7290,SAR062,SAR062,18,Female,SAREE,FREE,Black
7291,SAR063,SAR063,0,Female,SAREE,FREE,Maroon
7292,SAR064,SAR064,2,Female,SAREE,FREE,Grey
7293,SAR065,SAR065,0,Female,SAREE,FREE,Purple
7294,SAR066,SAR066,0,Female,SAREE,FREE,Teal
7295,SAR067,SAR067,0,Female,SAREE,FREE,Green
7296,SAR068,SAR068,5,Female,SAREE,FREE,Brown
7297,SAR069,SAR069,20,Female,SAREE,FREE,Pink
7298,SAR070,SAR070,30,Female,SAREE,FREE,Blue
7299,SAR071,SAR071,6,Female,SAREE,FREE,Green
7300,SAR072,SAR072,2,Female,SAREE,FREE,Black
7301,SAR073,SAR073,2,Female,SAREE,FREE,Green
7302,SAR074,SAR074,5,Female,SAREE,FREE,Brown
7303,SAR075,SAR075,6,Female,SAREE,FREE,Black
7304,SAR076,SAR076,3,Female,SAREE,FREE,Red
7305,SAR079,SAR079,0,Female,SAREE,FREE,Red
